tasks_completed_per_day,average_task_time_minutes,distance_travelled_km,payout_amount,customer_rating,login_hours_per_day,device_changes,location_changes,cancellation_rate,late_delivery_rate
5,34,26,876,4.79,6,1,0,0.13,0.19
7,36,73,2647,4.48,5,1,2,0.11,0.19
20,33,70,2336,4.83,4,1,1,0.14,0.2
27,31,66,2463,4.87,4,1,1,0.12,0.11
15,16,46,2665,3.75,5,1,0,0.08,0.16
16,34,16,2968,4.52,7,1,0,0.08,0.12
14,39,17,1766,3.98,8,1,0,0.01,0.12
36,36,77,1040,4.75,11,1,2,0.01,0.17
20,31,30,1750,4.6,5,0,0,0.11,0.17
12,26,70,2375,3.8,6,1,1,0.09,0.02
16,13,38,1736,4.91,6,1,1,0.12,0.19
28,33,34,612,4.53,11,1,2,0.14,0.17
32,32,67,872,4.92,4,0,0,0.07,0.15
12,25,23,2846,3.8,10,1,1,0.02,0.17
32,28,75,2196,4.8,9,0,2,0.1,0.12
30,19,63,1542,4.5,8,0,1,0.02,0.16
12,12,76,1275,4.33,7,0,2,0.1,0.13
32,36,39,1170,4.73,7,0,0,0.08,0.12
32,12,27,510,4.45,11,0,1,0.11,0.06
31,37,63,507,4.5,11,0,1,0.06,0.17
21,26,30,2073,3.88,9,0,0,0.03,0.18
13,19,62,1896,4.73,6,0,0,0.04,0.19
37,26,25,960,4.48,7,1,2,0.11,0.04
24,31,37,2802,4.77,10,0,0,0.08,0.07
17,39,13,1851,4.03,6,0,1,0.09,0.14
32,39,64,861,4.0,11,1,1,0.06,0.17
33,26,24,1897,3.54,8,1,0,0.13,0.16
17,30,73,1287,4.65,11,1,0,0.15,0.1
39,13,74,708,4.0,9,1,0,0.05,0.15
79,4,259,9160,2.4363386282725727,22,3,7,0.5531891918005244,0.4635292846991183
90,4,168,8520,2.4019853929032537,20,4,9,0.5834374916534608,0.7472450236122794
9,15,73,1496,3.88,10,1,2,0.11,0.02
29,21,42,1053,4.86,6,1,1,0.07,0.03
6,34,78,2029,4.31,8,1,1,0.09,0.16
14,31,78,2087,4.95,9,0,2,0.04,0.11
34,34,67,920,3.62,6,1,0,0.13,0.03
9,29,48,2855,4.01,5,0,2,0.03,0.11
37,26,45,2684,4.07,6,1,1,0.14,0.03
5,26,77,1942,4.6,8,1,0,0.02,0.08
22,19,30,2742,3.82,7,0,0,0.05,0.05
36,16,72,1618,4.06,6,0,0,0.09,0.06
15,38,15,2013,4.87,4,1,0,0.13,0.06
25,25,33,2426,3.67,8,0,0,0.09,0.09
30,38,62,1548,4.62,11,0,0,0.04,0.04
29,22,59,1755,4.55,7,0,2,0.13,0.11
26,12,21,720,3.7,8,1,0,0.09,0.09
31,11,65,2844,4.53,6,0,2,0.04,0.17
17,25,24,1726,4.35,5,0,2,0.09,0.17
37,39,49,2471,3.93,5,0,2,0.1,0.17
38,15,50,842,3.97,11,1,0,0.11,0.1
39,15,78,1092,4.75,10,1,0,0.11,0.07
5,22,78,1728,3.85,4,0,0,0.14,0.09
25,16,15,2484,4.27,9,0,0,0.13,0.14
10,14,76,1391,4.52,9,0,1,0.1,0.12
32,33,42,2624,3.69,10,1,1,0.01,0.13
21,16,52,2073,4.9,4,0,0,0.11,0.14
9,11,30,1206,3.89,7,0,1,0.15,0.19
35,26,74,2499,3.98,5,0,0,0.05,0.19
9,22,26,1565,4.5,6,0,0,0.09,0.17
7,39,17,1705,3.62,11,0,0,0.12,0.03
27,34,73,1256,4.44,10,0,0,0.1,0.2
14,30,37,1718,4.87,8,1,0,0.14,0.15
14,37,22,2355,3.87,10,1,0,0.08,0.14
23,36,22,2499,4.04,11,1,0,0.08,0.02
21,30,47,2935,3.85,8,0,2,0.02,0.11
25,37,34,2688,4.73,5,1,2,0.14,0.13
18,25,71,1844,3.75,11,1,1,0.05,0.07
13,35,32,947,4.02,10,0,1,0.15,0.03
5,29,30,2316,4.4,5,0,2,0.04,0.12
17,11,63,2840,4.11,8,0,2,0.05,0.1
8,14,72,2277,3.6,7,0,2,0.08,0.03
5,27,39,1338,4.92,8,1,1,0.1,0.11
36,37,77,2129,4.01,4,0,0,0.07,0.04
86,1,183,7820,1.7732968243991536,23,4,8,0.7305019758615301,0.778775282280538
32,20,33,1264,3.75,6,0,0,0.09,0.07
35,34,16,675,4.8,10,0,0,0.14,0.19
12,34,10,1009,3.94,5,1,1,0.14,0.03
30,20,12,1689,3.53,9,1,0,0.06,0.12
38,31,37,1101,3.97,10,1,1,0.11,0.05
7,26,52,1337,4.98,5,1,2,0.11,0.08
16,25,55,1501,3.72,7,1,2,0.1,0.05
5,22,10,2598,3.55,4,0,1,0.03,0.2
90,3,175,7252,1.7569530498543664,23,3,5,0.6440706556567332,0.493483350705254
34,14,44,1610,4.06,8,1,1,0.12,0.12
34,29,63,2544,4.69,4,0,1,0.04,0.13
21,25,33,1084,4.6,4,0,0,0.06,0.16
69,3,264,7130,2.437115103127009,22,5,6,0.6394214291349996,0.4900886544528582
19,31,31,1595,4.35,7,0,1,0.13,0.06
25,31,25,873,3.55,9,1,1,0.13,0.13
18,25,22,1079,4.16,8,0,2,0.03,0.2
6,25,71,1016,4.57,9,1,1,0.12,0.17
15,23,52,1761,4.12,8,1,2,0.06,0.1
38,15,41,620,3.68,6,1,2,0.11,0.11
38,11,76,1936,3.59,4,1,1,0.08,0.04
22,23,66,2246,4.78,8,1,0,0.08,0.12
34,25,74,542,4.84,7,1,1,0.13,0.07
19,32,78,2027,4.01,6,0,0,0.1,0.04
31,39,58,2542,3.75,9,0,1,0.04,0.11
38,29,42,2619,4.97,6,1,0,0.03,0.03
37,22,28,2638,4.32,7,1,2,0.14,0.04
28,24,45,990,4.21,11,1,2,0.03,0.06
19,21,79,2349,4.61,8,1,1,0.11,0.2
34,18,24,1248,3.75,11,1,1,0.08,0.17
21,35,33,882,4.37,7,1,0,0.03,0.12
9,27,36,1304,4.84,8,0,0,0.12,0.06
33,30,58,1989,3.53,7,0,0,0.14,0.11
8,23,32,1677,4.51,7,0,0,0.03,0.14
14,29,42,2717,4.33,5,0,0,0.02,0.02
21,34,50,1795,4.93,8,0,1,0.13,0.2
14,13,65,1417,3.89,4,1,2,0.08,0.13
21,17,38,650,4.79,5,0,0,0.1,0.2
24,17,40,930,3.96,5,1,2,0.07,0.1
28,31,74,2998,4.14,5,0,2,0.07,0.13
9,31,27,2570,3.82,5,0,1,0.05,0.1
38,25,15,2914,4.8,4,1,0,0.09,0.02
10,36,61,1150,3.79,5,1,0,0.03,0.17
6,33,49,1319,4.79,9,0,0,0.11,0.1
17,37,74,2786,4.18,11,0,0,0.09,0.1
15,38,51,2981,4.75,4,1,1,0.13,0.08
27,37,77,1441,3.9,9,0,1,0.14,0.1
20,19,41,1040,3.7,11,1,0,0.14,0.15
35,34,19,2745,4.33,4,0,0,0.09,0.15
15,30,78,2209,4.26,9,1,2,0.05,0.17
20,36,18,1702,4.03,5,1,2,0.06,0.2
12,26,78,1368,4.49,11,1,0,0.1,0.09
8,10,70,1150,3.64,6,0,0,0.11,0.08
8,27,20,936,4.43,4,1,2,0.03,0.11
29,19,77,2288,3.82,11,0,2,0.15,0.05
7,35,17,813,3.69,5,0,0,0.03,0.16
36,30,58,518,4.86,10,0,2,0.09,0.12
7,13,33,1683,4.19,10,1,1,0.08,0.06
31,10,42,1317,4.65,7,0,2,0.09,0.18
33,13,28,621,3.63,11,1,0,0.08,0.13
36,13,11,2619,3.59,7,1,1,0.02,0.03
23,35,64,1578,4.24,8,0,1,0.15,0.06
25,13,20,668,3.97,10,1,2,0.15,0.18
9,26,26,1672,3.51,4,1,0,0.08,0.09
22,18,51,1128,3.77,10,1,2,0.04,0.2
32,39,70,525,3.83,4,0,2,0.04,0.12
26,28,12,1771,3.93,11,1,2,0.02,0.06
25,22,44,2446,4.82,9,1,1,0.1,0.13
10,13,75,2229,4.13,7,0,2,0.08,0.04
5,14,10,2356,4.52,4,1,2,0.07,0.17
9,38,16,1533,3.53,11,1,2,0.08,0.13
16,22,29,1618,4.72,10,1,2,0.13,0.19
30,32,52,2668,3.86,4,0,0,0.02,0.14
38,25,15,625,3.96,11,1,0,0.09,0.03
18,31,64,1592,3.57,7,1,0,0.11,0.11
30,14,30,2844,4.11,5,0,1,0.15,0.12
31,17,60,1185,4.78,9,1,0,0.11,0.19
13,25,55,1472,4.07,7,1,2,0.09,0.1
30,39,44,1134,4.86,6,1,2,0.12,0.13
26,10,17,2929,4.8,10,1,0,0.15,0.05
34,32,77,2507,3.59,10,0,1,0.13,0.06
21,37,25,1550,3.96,7,0,1,0.02,0.12
30,15,76,1204,4.87,9,0,1,0.09,0.15
5,20,73,1206,3.54,7,1,2,0.12,0.1
12,25,11,2131,4.65,9,1,0,0.1,0.1
39,14,10,2527,4.86,10,1,1,0.07,0.07
19,25,67,2668,4.66,5,1,2,0.06,0.15
73,4,178,9181,2.489887732601947,23,4,5,0.6056320568370287,0.7362742544309004
18,28,16,1125,4.77,7,0,1,0.07,0.11
30,10,78,1025,4.5,11,1,0,0.06,0.02
32,18,27,2097,4.13,5,0,2,0.13,0.13
27,27,41,1566,3.59,10,0,1,0.05,0.03
18,22,54,2446,4.68,11,0,2,0.1,0.19
28,35,42,595,4.86,7,0,1,0.13,0.11
6,24,58,2574,4.27,5,0,0,0.1,0.14
30,12,42,1335,4.3,6,1,1,0.08,0.17
18,33,77,2418,4.1,5,1,0,0.01,0.06
11,37,37,1765,4.79,4,0,1,0.11,0.12
7,19,62,2494,3.52,4,0,0,0.15,0.18
27,18,53,739,4.44,11,0,1,0.12,0.12
22,22,64,1827,4.86,9,0,1,0.1,0.09
39,25,19,2614,3.65,5,1,1,0.08,0.09
19,12,23,1642,4.94,7,0,2,0.04,0.09
29,31,45,1915,4.95,8,0,2,0.11,0.13
32,32,43,2778,4.89,10,0,1,0.03,0.03
14,24,27,2898,4.19,10,1,2,0.13,0.09
21,26,25,1260,4.07,8,0,2,0.06,0.12
26,23,46,2052,4.56,11,0,1,0.07,0.16
30,16,50,1362,3.98,11,0,1,0.04,0.12
29,29,34,1655,3.6,6,0,1,0.08,0.19
21,25,17,856,4.85,6,0,2,0.11,0.1
17,30,27,2171,4.45,8,0,2,0.05,0.14
24,17,77,1828,3.81,8,1,2,0.11,0.02
29,13,57,1529,3.53,5,1,1,0.1,0.06
8,29,79,2876,4.59,8,0,2,0.06,0.17
14,33,76,2491,4.78,4,1,2,0.05,0.13
7,24,27,2885,4.11,6,0,0,0.13,0.19
22,14,27,1381,3.62,10,1,0,0.01,0.16
26,22,65,1038,4.47,9,0,1,0.11,0.1
38,15,32,1236,3.95,10,0,1,0.07,0.16
12,37,44,2357,3.72,6,1,2,0.11,0.1
23,36,15,2030,4.27,10,1,0,0.08,0.08
10,39,35,2269,4.22,4,0,0,0.02,0.03
30,14,70,942,4.28,6,0,1,0.15,0.18
38,26,24,1423,4.74,11,0,2,0.02,0.1
10,16,41,2598,4.23,8,1,1,0.03,0.14
37,15,21,2696,4.85,6,1,2,0.07,0.05
26,11,14,2450,4.76,4,1,0,0.14,0.17
25,20,73,2110,4.48,6,0,2,0.05,0.17
10,16,36,2341,3.59,9,1,0,0.09,0.11
10,31,54,867,4.8,9,1,0,0.08,0.14
8,30,44,1079,4.86,9,0,0,0.06,0.11
34,17,35,2270,4.06,10,1,1,0.11,0.12
15,14,32,1155,4.29,9,1,1,0.08,0.18
34,36,22,2623,3.92,8,0,1,0.09,0.19
35,27,12,726,3.52,9,1,2,0.04,0.09
28,31,38,1458,4.22,9,0,1,0.14,0.08
13,25,75,1091,3.69,5,1,0,0.03,0.07
7,23,73,523,3.77,9,0,1,0.11,0.16
35,21,37,2262,4.22,8,0,0,0.13,0.15
28,26,45,2575,4.8,11,0,1,0.02,0.03
35,14,15,2668,4.77,9,0,2,0.01,0.04
10,23,20,2013,4.95,6,1,2,0.06,0.14
6,15,47,1352,4.22,11,0,0,0.12,0.07
24,24,43,1868,4.33,9,0,1,0.11,0.04
32,16,76,2522,4.73,7,0,1,0.13,0.09
15,23,55,2578,4.55,6,1,0,0.07,0.18
8,27,38,2178,3.77,10,0,2,0.15,0.09
19,10,69,549,4.1,9,0,1,0.06,0.15
10,15,63,2415,4.89,9,1,1,0.12,0.18
34,12,78,2936,3.72,6,1,1,0.06,0.05
6,14,18,2304,3.81,4,0,2,0.04,0.13
19,21,19,2230,4.1,7,1,1,0.06,0.18
15,20,77,2289,4.91,4,0,2,0.04,0.05
12,22,67,1514,3.67,9,0,1,0.03,0.2
30,25,61,1529,4.51,4,1,2,0.06,0.09
9,27,43,911,3.7,8,0,0,0.03,0.06
10,26,44,2481,4.29,11,1,2,0.08,0.17
30,26,42,1161,4.3,5,0,0,0.01,0.1
8,38,41,1847,3.56,11,0,1,0.07,0.14
23,20,64,1805,4.93,6,1,1,0.14,0.11
24,29,17,690,4.71,11,0,1,0.06,0.14
37,19,55,1084,3.95,7,1,0,0.03,0.03
24,38,23,1458,3.7,6,0,1,0.05,0.08
16,25,17,2353,4.02,4,0,2,0.12,0.14
5,11,63,999,4.84,11,1,2,0.05,0.08
30,26,30,1079,3.7,10,0,0,0.06,0.16
18,31,23,1315,4.02,5,1,2,0.12,0.19
15,39,11,1976,4.24,4,1,0,0.05,0.03
17,29,70,2016,3.55,6,1,0,0.08,0.17
7,19,26,2169,3.9,8,1,1,0.02,0.05
37,22,57,2537,4.39,6,1,0,0.03,0.19
10,21,17,1830,3.99,11,1,2,0.04,0.19
14,24,65,1279,4.81,4,1,2,0.07,0.12
9,16,26,1649,4.91,7,1,1,0.12,0.11
27,36,78,2812,4.16,10,1,0,0.06,0.16
14,31,21,506,4.3,7,1,1,0.06,0.19
6,30,47,1936,4.45,7,0,1,0.05,0.06
17,35,27,1194,4.5,10,1,1,0.05,0.09
6,37,35,1491,3.59,7,1,1,0.07,0.1
24,22,46,1966,3.58,11,0,1,0.14,0.17
5,21,79,2475,4.8,7,1,0,0.01,0.04
13,21,50,1247,3.83,9,1,2,0.1,0.13
21,37,51,645,4.38,5,1,0,0.13,0.08
13,11,50,2788,4.44,5,1,0,0.07,0.18
15,14,56,1356,3.75,8,0,1,0.1,0.08
19,34,23,786,4.64,11,0,2,0.09,0.2
28,34,10,1451,4.8,11,1,0,0.06,0.02
39,11,26,525,3.93,7,1,0,0.03,0.06
34,32,64,951,4.82,4,1,2,0.04,0.1
35,35,62,2653,3.62,4,1,0,0.02,0.07
9,39,40,739,4.7,6,0,2,0.12,0.15
18,29,71,831,4.46,7,1,0,0.08,0.17
82,3,276,10419,1.041660359566123,19,4,8,0.6103483332031169,0.7324334879479666
13,38,39,1565,3.85,10,0,2,0.05,0.19
38,12,75,1144,4.04,4,0,0,0.12,0.1
16,20,54,2352,4.87,9,0,0,0.05,0.2
39,25,27,534,4.2,8,1,2,0.03,0.04
39,10,54,2931,4.39,4,1,2,0.08,0.17
5,28,28,1310,4.9,9,0,2,0.14,0.03
26,20,77,1811,4.2,9,1,2,0.07,0.12
33,18,59,2394,4.08,8,1,2,0.08,0.11
12,23,34,1556,4.84,7,0,2,0.07,0.17
15,18,47,2642,4.87,6,0,1,0.07,0.15
18,16,45,704,4.03,11,1,1,0.04,0.1
34,25,77,2577,4.39,6,1,2,0.07,0.18
39,12,65,2813,4.95,11,0,0,0.08,0.18
25,38,48,2570,3.58,5,1,1,0.11,0.02
9,28,72,538,3.56,7,1,1,0.03,0.18
79,3,257,11440,1.5027288051244587,21,3,6,0.5210871717253884,0.44013561367626153
18,16,67,1259,3.94,10,1,1,0.1,0.17
30,32,68,2414,4.37,6,1,1,0.06,0.05
8,37,57,913,4.59,11,0,2,0.09,0.05
29,21,14,1191,3.6,9,1,1,0.11,0.15
29,39,45,2756,4.82,8,1,1,0.08,0.07
22,27,34,521,3.92,9,1,1,0.06,0.12
12,37,54,2552,4.07,8,0,2,0.13,0.14
18,14,28,713,4.01,4,1,0,0.15,0.13
36,32,16,2195,4.76,4,1,0,0.04,0.15
37,32,67,1419,3.76,7,0,0,0.13,0.13
27,31,75,1406,3.54,4,1,0,0.09,0.09
19,35,48,1299,4.96,4,1,1,0.07,0.04
37,19,27,2864,4.97,4,1,2,0.14,0.17
29,21,10,1292,3.89,10,0,2,0.14,0.17
21,17,72,1075,3.51,6,0,1,0.05,0.02
37,28,12,2227,4.47,11,0,0,0.06,0.17
6,24,30,1947,4.47,7,1,2,0.13,0.05
18,10,39,590,4.91,10,1,1,0.08,0.08
10,12,20,1565,3.95,10,0,1,0.05,0.09
10,36,31,1260,3.78,4,0,1,0.14,0.14
7,27,66,1269,4.42,10,1,1,0.04,0.04
11,27,12,1860,4.35,11,0,2,0.1,0.17
12,39,39,2548,4.58,11,0,1,0.07,0.19
19,39,54,2656,4.83,4,1,2,0.07,0.19
33,11,45,2502,4.34,9,0,1,0.02,0.04
37,14,73,1587,3.73,9,1,1,0.05,0.19
34,38,63,705,4.4,10,1,2,0.03,0.12
31,10,77,1122,4.06,8,0,1,0.11,0.15
33,19,59,2177,4.18,6,0,0,0.11,0.19
37,29,40,2051,4.94,4,1,2,0.12,0.14
99,1,178,7349,1.2487810235927297,21,3,7,0.5967612570633156,0.5322121110934901
37,19,68,578,3.72,7,0,1,0.03,0.11
8,14,45,2962,4.16,7,0,2,0.15,0.14
26,27,76,1976,3.84,9,0,2,0.04,0.19
6,30,20,1672,3.7,5,0,0,0.06,0.18
14,35,20,1138,4.57,10,0,2,0.11,0.12
9,24,35,2193,4.44,11,1,0,0.03,0.06
14,29,62,1561,4.25,10,1,2,0.03,0.08
77,4,167,11834,1.2412025466915506,21,5,5,0.4765031203928862,0.7837050872760543
17,26,73,2835,3.98,8,0,2,0.06,0.07
35,21,19,2225,3.63,11,0,2,0.1,0.15
28,30,40,2141,3.95,5,1,0,0.13,0.17
19,39,45,1614,4.76,11,0,0,0.15,0.08
33,39,19,2389,4.68,6,1,0,0.04,0.17
94,3,202,8509,2.2124540105716175,19,5,9,0.46955766712370506,0.5172618008916897
9,21,29,1925,4.48,9,0,1,0.11,0.1
33,35,53,2233,4.33,4,0,1,0.04,0.15
8,10,71,819,3.94,9,0,2,0.09,0.16
16,35,18,2911,3.62,9,0,2,0.08,0.12
6,35,33,1265,4.43,8,0,0,0.09,0.1
31,13,21,1101,4.23,8,0,0,0.1,0.04
35,17,69,2859,4.64,11,0,0,0.13,0.02
30,10,25,2055,4.12,7,0,1,0.05,0.19
31,36,38,1088,4.98,5,0,2,0.09,0.07
9,24,41,1743,4.1,7,0,2,0.06,0.14
24,27,44,2197,4.0,7,1,1,0.05,0.19
15,10,52,2020,4.81,5,0,0,0.01,0.17
14,20,62,2890,4.09,7,1,0,0.09,0.04
10,32,29,1405,4.81,8,1,0,0.15,0.16
12,11,17,2150,3.54,6,1,0,0.12,0.15
27,10,51,1617,4.54,4,0,1,0.04,0.08
30,21,79,2024,3.61,10,1,0,0.11,0.14
16,25,25,671,3.72,4,1,0,0.05,0.17
30,31,78,1125,4.55,10,0,1,0.12,0.07
17,31,62,2545,3.93,10,0,0,0.13,0.18
22,19,54,1181,3.82,7,0,1,0.06,0.03
29,27,60,1844,4.7,5,0,0,0.01,0.11
37,24,15,2483,4.92,8,0,2,0.05,0.06
16,26,42,810,3.85,7,0,0,0.04,0.15
8,39,24,2435,3.98,8,1,2,0.1,0.05
9,19,23,2977,4.57,8,1,1,0.05,0.08
12,12,48,2485,4.72,10,1,0,0.02,0.04
32,35,72,2023,5.0,10,0,0,0.08,0.17
35,39,14,784,3.91,9,1,0,0.13,0.04
13,30,61,1783,4.33,10,0,2,0.07,0.15
33,25,25,854,3.7,4,0,0,0.06,0.15
18,15,47,2761,4.0,6,0,1,0.03,0.05
26,12,62,699,3.57,11,1,0,0.06,0.12
15,18,62,2683,3.82,11,1,1,0.06,0.11
27,20,55,2413,4.26,6,0,2,0.15,0.13
5,30,24,1447,3.75,5,1,1,0.01,0.19
25,22,68,1416,4.83,6,1,2,0.04,0.03
30,27,59,1864,4.57,7,1,2,0.02,0.17
27,35,18,2352,3.54,4,1,2,0.13,0.18
5,31,35,841,4.82,4,0,1,0.07,0.04
19,37,12,887,4.97,8,0,1,0.12,0.14
25,33,56,503,4.25,7,1,1,0.11,0.15
13,36,14,1176,3.97,7,1,0,0.14,0.12
13,31,71,2162,3.9,8,0,1,0.01,0.11
14,13,14,2946,3.63,9,0,2,0.04,0.08
30,31,19,2958,4.24,9,1,1,0.11,0.14
39,33,72,712,3.58,8,0,2,0.09,0.07
29,17,34,1059,4.26,4,1,1,0.11,0.1
30,22,53,1057,3.88,11,1,1,0.09,0.17
15,19,34,2494,4.21,10,0,2,0.09,0.04
6,11,39,1452,4.13,7,0,1,0.14,0.12
11,17,23,974,3.96,6,1,0,0.14,0.11
22,15,52,2267,4.17,6,1,0,0.02,0.09
31,25,37,541,4.21,10,0,2,0.07,0.13
38,27,28,2595,4.75,10,1,2,0.08,0.02
31,26,51,2486,4.5,4,1,2,0.06,0.11
21,15,29,1227,4.15,6,1,0,0.02,0.11
28,22,20,2768,4.86,6,1,2,0.08,0.11
29,32,63,2144,4.63,10,1,2,0.15,0.06
11,23,33,1439,3.61,7,0,0,0.02,0.06
10,39,79,842,3.73,11,1,2,0.12,0.14
28,35,26,2702,3.62,7,1,1,0.04,0.04
37,30,37,1340,3.98,5,1,1,0.09,0.08
33,39,59,2527,4.15,7,0,1,0.06,0.17
26,19,64,2934,4.26,5,0,1,0.06,0.04
30,33,19,1393,4.78,11,0,0,0.13,0.1
32,20,30,2432,3.53,9,0,1,0.15,0.14
25,22,67,1838,4.14,7,0,1,0.06,0.05
11,21,43,537,4.12,8,0,0,0.1,0.08
21,18,52,1864,4.92,7,1,0,0.09,0.12
24,13,20,1350,3.86,5,1,0,0.02,0.08
24,16,42,730,3.68,6,1,1,0.02,0.04
26,33,67,2999,3.71,7,0,2,0.12,0.06
32,38,55,1865,4.28,6,0,2,0.07,0.04
11,31,70,2804,4.09,6,0,1,0.05,0.2
5,11,71,2981,4.63,7,0,2,0.15,0.06
36,16,10,708,3.98,7,0,2,0.02,0.12
17,38,30,1724,3.69,8,0,0,0.05,0.1
34,18,71,2684,4.08,9,1,1,0.13,0.12
27,14,73,2583,4.82,11,0,1,0.07,0.11
23,24,65,1738,4.11,5,1,2,0.09,0.15
36,27,10,2574,4.75,7,0,1,0.02,0.18
34,13,30,2565,4.06,6,0,0,0.14,0.07
61,4,243,8784,1.7612512034692733,18,5,9,0.5230766888576395,0.7389306053538838
33,29,63,1078,4.66,7,1,0,0.04,0.2
34,35,13,1402,3.81,5,1,2,0.03,0.18
20,16,74,2349,3.85,9,1,1,0.08,0.09
23,35,60,1553,3.57,6,1,0,0.12,0.18
22,17,72,622,3.78,9,0,0,0.05,0.14
5,26,24,1456,4.07,9,1,0,0.03,0.1
18,22,45,1500,4.1,8,1,2,0.07,0.18
6,33,38,1486,4.13,6,0,2,0.15,0.14
32,30,61,1751,4.22,5,0,0,0.01,0.17
34,37,55,837,4.36,4,0,0,0.08,0.1
8,32,78,1490,3.78,11,1,2,0.1,0.16
5,20,38,2820,4.42,8,1,1,0.12,0.09
12,36,56,1960,4.0,8,1,1,0.11,0.15
33,10,34,1401,4.6,4,0,0,0.02,0.1
7,11,25,2586,4.34,8,0,1,0.07,0.09
36,26,50,925,4.33,8,0,2,0.02,0.16
14,14,74,2862,4.53,8,0,1,0.1,0.04
14,39,78,1113,4.0,11,1,2,0.02,0.19
23,39,29,2704,4.14,11,0,0,0.02,0.11
38,15,78,1371,4.37,6,0,1,0.05,0.13
37,35,45,2804,4.13,6,0,1,0.14,0.09
27,34,67,2499,4.17,7,0,2,0.11,0.14
32,33,57,2393,3.91,7,1,2,0.01,0.15
36,16,11,1134,3.93,6,0,0,0.05,0.18
11,37,38,2594,4.55,8,0,0,0.01,0.17
68,2,295,8272,1.5591050315658177,18,4,8,0.6474403914088652,0.7124188570622234
12,39,44,2691,3.64,4,0,2,0.11,0.13
5,24,71,1954,4.92,7,1,0,0.12,0.16
7,28,13,986,3.78,10,0,2,0.12,0.16
28,25,77,2396,4.13,10,0,1,0.14,0.18
27,34,60,1955,4.77,8,1,0,0.06,0.17
12,22,42,706,3.5,10,0,1,0.13,0.15
7,14,33,2124,4.89,7,1,2,0.11,0.15
37,12,34,2025,3.58,11,0,0,0.09,0.17
32,12,37,1982,3.76,9,1,0,0.14,0.17
12,28,16,758,3.54,11,1,0,0.14,0.08
38,23,45,1852,4.28,5,1,2,0.14,0.16
39,25,19,953,4.91,9,1,0,0.04,0.19
36,31,45,1298,4.76,8,0,0,0.04,0.06
28,26,27,874,4.46,10,1,0,0.14,0.03
18,36,15,574,3.78,11,0,0,0.07,0.03
36,13,16,741,4.8,6,0,2,0.12,0.06
20,22,21,1540,4.63,5,0,0,0.11,0.19
8,17,50,2212,3.9,7,0,0,0.12,0.04
25,28,72,622,4.71,10,1,2,0.01,0.15
18,14,34,2502,4.82,11,1,0,0.07,0.18
35,11,62,2658,4.55,8,0,1,0.13,0.18
22,24,42,2781,3.65,11,1,0,0.08,0.1
11,11,15,996,4.98,9,1,0,0.11,0.11
14,20,71,1645,3.61,11,0,1,0.12,0.08
11,22,75,1973,4.48,8,0,2,0.03,0.05
37,32,18,1226,3.67,4,0,0,0.03,0.06
27,19,76,2331,4.86,10,1,1,0.11,0.04
25,12,25,2321,4.02,4,0,2,0.02,0.09
23,14,64,2316,4.27,9,1,2,0.06,0.05
23,12,49,591,3.77,4,0,1,0.14,0.09
33,15,35,2469,4.32,6,1,2,0.09,0.17
22,22,47,2884,4.91,8,1,2,0.14,0.14
6,19,44,1012,4.85,8,1,1,0.05,0.14
5,28,77,1102,3.6,7,0,2,0.1,0.17
9,17,68,927,4.07,10,0,1,0.05,0.03
95,2,286,11624,2.3845342392569298,19,4,7,0.6123756682436144,0.418974123255828
15,12,56,1956,4.22,10,0,1,0.15,0.06
6,33,51,506,4.75,10,1,2,0.03,0.08
7,33,60,2667,4.61,6,1,1,0.04,0.08
61,3,169,11981,2.4952303313933992,23,5,5,0.7244965671596469,0.7507863569183744
16,17,75,1873,4.07,10,1,2,0.12,0.05
24,19,56,1140,4.48,10,1,1,0.15,0.19
9,11,74,1621,3.79,4,1,2,0.02,0.13
34,21,51,1566,3.65,8,1,2,0.02,0.11
13,32,47,2730,3.86,4,1,0,0.07,0.16
38,15,22,1064,3.69,5,0,2,0.09,0.17
39,11,53,2196,4.03,6,0,2,0.02,0.04
26,30,33,945,4.91,4,0,0,0.03,0.15
28,32,39,2430,3.68,6,1,1,0.11,0.19
21,33,79,699,4.73,11,0,1,0.1,0.13
14,12,47,1012,4.3,9,1,1,0.02,0.13
34,26,32,1489,4.45,10,1,1,0.14,0.18
27,38,66,2760,3.76,8,0,1,0.05,0.14
36,16,32,1901,3.73,5,1,1,0.13,0.2
21,38,45,2312,3.74,7,0,0,0.14,0.07
21,30,66,1045,4.5,10,0,1,0.08,0.17
18,14,10,2509,4.62,5,0,0,0.07,0.13
13,32,12,2305,4.88,6,1,2,0.05,0.09
6,10,23,2715,4.1,5,0,0,0.12,0.18
29,17,43,1389,4.19,8,1,0,0.04,0.2
13,21,79,1430,4.2,6,1,0,0.1,0.03
26,23,78,1327,3.9,10,1,0,0.09,0.19
8,25,60,2684,3.99,6,1,1,0.04,0.06
30,19,38,2662,4.77,8,1,2,0.15,0.06
33,24,57,1775,4.02,9,1,2,0.13,0.03
38,30,25,2016,4.8,4,0,2,0.01,0.19
27,33,66,1812,3.96,11,0,0,0.07,0.16
15,35,19,1572,4.01,7,1,0,0.06,0.03
10,24,28,1015,4.34,11,0,1,0.13,0.13
22,19,76,2414,3.65,9,1,1,0.05,0.04
66,1,240,7310,1.4099590470548842,16,4,7,0.4954010123535925,0.670784612517028
38,37,13,1519,4.73,9,0,0,0.04,0.09
